Amount,Hour,Frequency,Receiver_Known,Deviation,Location_New,Transactions_Last_1min,Class
183736,15,1,0,100.0,1,1,0
19075,15,2,1,19.075,1,2,0
118549,2,2,1,100.0,0,2,0
22172,6,1,0,22.172,1,1,0
87922,12,1,1,87.922,0,1,0
187036,2,2,1,100.0,0,2,0
177315,12,0,1,100.0,1,0,0
70906,17,0,1,70.906,0,0,0
88347,3,2,1,88.347,0,2,0
134036,20,0,1,100.0,0,0,0
94639,9,0,1,94.639,1,0,0
54324,17,0,1,54.324,1,0,0
148199,19,0,1,100.0,1,0,1
52343,21,3,0,52.342999999999996,0,3,0
84681,19,1,0,84.681,1,1,0
43039,5,1,1,43.039,1,1,0
191119,5,2,0,100.0,0,2,1
21897,17,1,1,21.897,1,1,0
65360,6,2,1,65.36,0,2,0
199686,9,4,1,100.0,0,4,0
149063,0,3,1,100.0,1,3,1
145742,13,2,0,100.0,0,2,0
68282,18,2,1,68.282,1,2,0
98416,7,2,1,98.416,1,2,0
154959,14,1,1,100.0,1,1,0
10870,5,1,0,10.870000000000001,0,1,0
132325,15,1,1,100.0,1,1,0
51826,2,3,0,51.82600000000001,1,3,0
13548,12,4,1,13.547999999999998,1,4,0
119461,16,3,1,100.0,0,3,0
72992,6,5,0,72.992,0,5,1
30579,8,3,1,30.579,0,3,0
168206,6,3,0,100.0,0,3,1
4243,16,0,0,4.243,0,0,0
5562,10,1,1,5.562,1,1,0
31408,8,0,1,31.408,1,0,0
169138,4,3,0,100.0,0,3,1
26769,21,3,1,26.769,1,3,0
151031,10,2,1,100.0,0,2,0
82592,0,3,0,82.592,0,3,0
24706,3,0,1,24.706,1,0,0
5398,22,4,1,5.398,0,4,1
114847,22,0,1,100.0,0,0,0
159105,14,3,0,100.0,0,3,0
29352,23,2,0,29.352,1,2,0
184799,17,3,1,100.0,0,3,0
14102,14,2,0,14.102,0,2,0
116532,9,0,0,100.0,0,0,0
73129,12,0,0,73.129,0,0,0
118272,8,2,1,100.0,1,2,0
66317,23,2,1,66.31700000000001,0,2,0
180598,12,5,0,100.0,0,5,1
65601,5,3,0,65.601,0,3,0
188036,10,0,0,100.0,0,0,0
98277,11,1,0,98.277,0,1,0
176650,16,5,0,100.0,1,5,0
137888,14,4,1,100.0,1,4,0
9416,0,1,0,9.415999999999999,1,1,0
31560,6,5,0,31.56,0,5,0
2070,13,0,1,2.07,0,0,0
70535,14,1,1,70.535,1,1,0
1321,5,2,1,1.321,0,2,0
155517,6,0,1,100.0,1,0,0
107186,13,1,0,100.0,0,1,0
8370,9,2,0,8.37,1,2,0
136044,0,1,1,100.0,1,1,0
46343,7,3,1,46.343,0,3,0
28762,4,0,1,28.762,0,0,0
170463,14,2,1,100.0,0,2,0
156921,1,4,1,100.0,0,4,1
19693,23,0,0,19.692999999999998,0,0,0
119456,9,3,1,100.0,1,3,0
92904,19,0,1,92.904,1,0,0
190636,18,0,0,100.0,0,0,0
112241,1,1,1,100.0,1,1,0
29846,13,0,0,29.846,1,0,0
199741,13,5,1,100.0,0,5,1
120855,10,1,1,100.0,0,1,0
18584,23,0,0,18.584,0,0,0
9851,8,0,0,9.851,0,0,0
94741,0,1,1,94.741,0,1,0
132056,0,3,0,100.0,0,3,0
65416,5,0,0,65.416,0,0,0
157208,0,0,1,100.0,0,0,0
29466,12,4,0,29.465999999999998,0,4,1
92537,9,3,1,92.537,0,3,0
10608,0,2,1,10.607999999999999,0,2,0
13403,2,3,1,13.403,1,3,0
137324,2,5,0,100.0,1,5,1
52317,13,5,1,52.317,0,5,0
138288,8,0,0,100.0,0,0,0
58963,5,3,1,58.963,0,3,0
133007,12,0,1,100.0,0,0,0
42694,12,3,0,42.693999999999996,0,3,0
12972,14,3,0,12.972,0,3,0
199323,7,0,0,100.0,0,0,0
90438,17,3,0,90.438,0,3,1
18741,2,5,0,18.741,1,5,1
108279,8,1,1,100.0,0,1,0
139597,6,2,0,100.0,1,2,1
24440,5,0,0,24.44,0,0,0
85548,8,0,1,85.548,0,0,0
199718,20,4,1,100.0,1,4,0
93852,7,1,1,93.852,1,1,0
195010,22,5,1,100.0,1,5,1
176269,6,4,0,100.0,0,4,1
99987,5,0,1,99.98700000000001,0,0,0
132717,15,3,1,100.0,1,3,0
108925,18,1,1,100.0,0,1,0
17872,15,0,1,17.872,0,0,0
51728,1,3,1,51.727999999999994,0,3,0
87990,14,1,0,87.99,0,1,0
88599,12,2,0,88.599,0,2,0
104295,3,1,1,100.0,1,1,0
67503,1,5,0,67.503,1,5,1
157399,14,1,1,100.0,1,1,1
151870,8,2,1,100.0,0,2,0
79133,16,1,0,79.133,0,1,0
29148,3,3,1,29.148000000000003,1,3,0
62613,1,1,0,62.613,1,1,0
90222,16,1,0,90.22200000000001,1,1,0
84828,16,1,0,84.828,0,1,0
194083,7,0,1,100.0,1,0,0
112753,20,1,1,100.0,0,1,0
106649,7,0,0,100.0,1,0,0
105656,11,1,1,100.0,1,1,0
90108,14,1,1,90.108,0,1,0
43066,10,5,1,43.065999999999995,0,5,0
88076,21,0,0,88.076,0,0,0
156093,11,1,0,100.0,0,1,0
86102,13,0,1,86.102,0,0,0
199507,7,2,0,100.0,0,2,0
132861,7,3,0,100.0,1,3,0
137253,21,2,1,100.0,0,2,0
36121,21,5,1,36.120999999999995,0,5,0
99335,12,0,1,99.335,0,0,0
8017,1,3,1,8.017000000000001,0,3,0
143827,9,1,1,100.0,1,1,0
196710,10,3,0,100.0,0,3,0
74775,14,1,1,74.775,1,1,0
57949,16,3,0,57.949,1,3,0
50443,7,2,0,50.443000000000005,1,2,0
60212,3,1,1,60.211999999999996,0,1,0
90416,8,2,0,90.416,1,2,0
83085,7,1,1,83.085,0,1,0
128090,20,1,0,100.0,1,1,1
7370,20,0,1,7.37,1,0,0
137187,7,3,0,100.0,0,3,0
35223,15,5,0,35.223,0,5,1
37806,13,3,1,37.806,0,3,0
84227,15,1,1,84.22699999999999,0,1,0
57785,22,2,0,57.785,1,2,0
48877,12,4,1,48.876999999999995,1,4,0
130047,9,2,1,100.0,0,2,0
176568,23,4,0,100.0,0,4,0
84444,0,0,1,84.444,0,0,0
112088,15,0,1,100.0,0,0,0
96994,15,3,1,96.994,1,3,0
2673,15,0,1,2.673,1,0,0
98385,6,0,1,98.385,0,0,0
45659,0,2,1,45.659,1,2,0
138732,12,0,0,100.0,1,0,0
63159,10,4,1,63.159,1,4,0
115988,2,4,0,100.0,0,4,0
195100,19,1,1,100.0,1,1,0
116792,20,3,1,100.0,1,3,0
185930,16,2,0,100.0,0,2,0
62811,5,0,1,62.81099999999999,1,0,0
52789,8,3,0,52.788999999999994,0,3,0
4357,11,3,1,4.356999999999999,1,3,0
141380,19,4,0,100.0,0,4,1
9357,16,1,0,9.357,1,1,0
65937,4,3,1,65.937,1,3,0
146604,5,1,1,100.0,0,1,0
95498,8,2,1,95.498,0,2,0
121419,5,1,0,100.0,0,1,0
25994,20,1,0,25.994,0,1,0
91693,14,0,0,91.693,1,0,1
14622,3,3,1,14.621999999999998,0,3,0
5263,2,2,1,5.263,1,2,0
121673,2,2,1,100.0,1,2,0
29389,21,4,1,29.389,0,4,0
139809,21,4,0,100.0,1,4,1
29182,2,2,0,29.182000000000002,0,2,1
148918,18,2,1,100.0,1,2,0
48708,2,1,0,48.708,0,1,0
56629,17,4,1,56.629,1,4,0
21403,4,4,0,21.403,1,4,1
3954,23,0,1,3.9539999999999997,0,0,0
130390,7,2,0,100.0,0,2,0
26486,2,2,1,26.485999999999997,1,2,0
112235,9,3,0,100.0,1,3,0
23936,5,0,0,23.936,0,0,0
154699,16,1,1,100.0,0,1,0
17835,2,4,1,17.835,1,4,0
78920,4,1,1,78.92,0,1,0
169713,21,3,0,100.0,0,3,0
97377,3,1,1,97.37700000000001,0,1,0
123221,2,3,1,100.0,1,3,0
23781,3,3,0,23.781,1,3,0
157835,23,2,1,100.0,1,2,0
105600,10,3,1,100.0,0,3,0
133242,0,1,1,100.0,1,1,0
187866,3,1,1,100.0,0,1,0
176785,17,2,0,100.0,1,2,1
77220,15,3,0,77.22,0,3,0
86178,7,1,1,86.178,0,1,0
24165,10,3,1,24.165,1,3,0
30158,11,1,0,30.158,0,1,0
192322,10,3,1,100.0,0,3,0
104227,10,3,0,100.0,0,3,0
14382,3,0,0,14.382,0,0,0
34264,15,0,0,34.264,1,0,0
33769,11,2,1,33.769,0,2,0
119574,15,0,0,100.0,1,0,0
36134,6,0,1,36.134,0,0,0
47311,1,3,1,47.311,0,3,0
66030,12,0,1,66.03,0,0,0
184852,22,1,0,100.0,0,1,1
62500,12,3,0,62.5,0,3,0
60194,8,1,1,60.194,0,1,0
20491,4,2,1,20.491,0,2,0
44668,6,3,0,44.668,0,3,0
140197,6,2,1,100.0,0,2,0
195913,4,2,1,100.0,1,2,0
17882,7,1,0,17.882,0,1,0
61784,5,3,0,61.78399999999999,0,3,0
8394,22,3,1,8.394,0,3,0
56772,9,3,1,56.772,0,3,0
91450,13,3,0,91.45,1,3,0
46699,5,4,0,46.699,1,4,0
170934,20,3,1,100.0,1,3,0
3787,13,2,0,3.787,0,2,0
3987,10,1,1,3.987,0,1,0
118019,20,1,1,100.0,1,1,0
44620,13,3,1,44.62,0,3,0
43124,16,3,1,43.124,1,3,0
92117,1,0,1,92.117,0,0,1
104548,5,3,1,100.0,1,3,0
75217,21,3,0,75.217,0,3,0
165744,22,1,0,100.0,1,1,1
10541,8,1,0,10.541,0,1,0
48859,22,2,1,48.859,1,2,0
161837,5,1,1,100.0,1,1,1
131002,0,1,0,100.0,1,1,1
72555,18,1,1,72.555,0,1,0
47890,21,3,0,47.89,1,3,0
31801,12,2,1,31.801000000000002,0,2,0
49190,7,3,0,49.19,0,3,0
207,1,3,1,0.207,1,3,0
36305,19,3,1,36.305,0,3,0
119450,6,3,1,100.0,1,3,0
159583,22,0,1,100.0,0,0,0
30728,12,3,1,30.728,0,3,0
94135,5,0,1,94.135,0,0,0
192931,4,0,0,100.0,1,0,1
14913,11,3,1,14.913000000000002,0,3,0
90444,19,3,0,90.444,1,3,0
116067,3,1,1,100.0,0,1,0
104914,9,2,0,100.0,1,2,1
61613,7,0,1,61.61299999999999,0,0,0
192148,22,5,0,100.0,0,5,1
87965,10,3,1,87.965,1,3,0
69978,6,2,1,69.978,1,2,0
139939,18,5,0,100.0,0,5,0
109956,12,1,1,100.0,1,1,0
148920,1,3,1,100.0,1,3,0
109344,18,5,1,100.0,0,5,0
83913,8,5,1,83.91300000000001,1,5,1
37919,20,2,1,37.919000000000004,0,2,0
193510,5,1,0,100.0,0,1,0
47932,18,3,0,47.932,0,3,0
135661,15,0,1,100.0,1,0,0
39336,14,1,1,39.336,0,1,0
40269,21,3,1,40.269,0,3,0
115337,19,2,0,100.0,0,2,0
90288,8,5,1,90.288,0,5,0
145601,3,0,0,100.0,0,0,1
131217,16,1,0,100.0,1,1,0
100111,23,4,1,100.0,1,4,1
16098,14,0,1,16.098000000000003,1,0,0
157804,9,4,1,100.0,1,4,1
62181,15,0,1,62.181,0,0,0
83045,21,3,0,83.045,0,3,0
4773,12,0,1,4.773000000000001,1,0,0
76089,13,2,1,76.089,0,2,0
87360,10,0,0,87.36,1,0,0
15844,20,1,1,15.844,1,1,0
92604,20,2,1,92.604,1,2,0
417,3,1,0,0.41700000000000004,1,1,0
155013,21,5,1,100.0,0,5,1
192562,12,0,1,100.0,1,0,0
35443,10,0,0,35.443000000000005,1,0,0
76051,13,2,1,76.051,0,2,0
140213,22,3,1,100.0,0,3,0
22655,5,0,1,22.655,1,0,0
45961,19,1,0,45.961,0,1,0
31053,10,2,0,31.052999999999997,1,2,0
40304,2,3,1,40.304,1,3,0
4195,2,5,1,4.195,0,5,0
197998,21,4,0,100.0,1,4,1
91727,6,1,0,91.727,0,1,0
97445,12,1,0,97.44500000000001,1,1,0
20482,8,1,0,20.482,1,1,0
106891,19,0,0,100.0,0,0,0
32751,0,0,1,32.751000000000005,0,0,0
123653,15,5,1,100.0,1,5,0
14198,7,5,1,14.198,0,5,0
116655,1,3,1,100.0,1,3,0
75944,1,0,1,75.944,0,0,0
41997,17,1,1,41.997,1,1,0
192550,17,3,0,100.0,0,3,1
36803,13,0,0,36.803000000000004,0,0,0
93854,10,1,1,93.854,1,1,0
13041,5,2,1,13.041,1,2,0
24465,13,1,1,24.465,0,1,0
39162,20,3,1,39.162,1,3,0
65150,20,1,1,65.14999999999999,1,1,0
24941,17,2,1,24.941,0,2,0
153540,20,3,1,100.0,0,3,0
6769,9,1,1,6.769,0,1,0
137399,15,3,1,100.0,0,3,0
141509,9,1,1,100.0,0,1,0
91605,3,2,1,91.605,1,2,0
133097,3,5,0,100.0,1,5,0
183663,18,2,1,100.0,0,2,0
34095,5,4,1,34.095,1,4,0
101386,19,1,1,100.0,0,1,0
54606,19,2,1,54.606,0,2,0
89741,10,1,1,89.741,1,1,0
33312,11,0,0,33.312000000000005,1,0,1
186943,18,1,1,100.0,0,1,1
152088,10,1,1,100.0,0,1,0
57221,20,2,1,57.221,1,2,0
40802,12,0,1,40.802,0,0,0
63846,6,3,1,63.846000000000004,1,3,0
50781,7,2,0,50.781,1,2,0
25602,13,1,0,25.602000000000004,0,1,0
12134,5,5,0,12.134,1,5,0
125407,8,0,0,100.0,0,0,0
96246,17,0,1,96.246,1,0,0
28689,16,1,0,28.688999999999997,1,1,0
155649,22,4,1,100.0,0,4,1
766,16,0,1,0.766,0,0,0
92460,14,3,1,92.46,0,3,0
48075,11,4,0,48.075,1,4,0
184580,14,2,1,100.0,0,2,0
18322,20,2,1,18.322,1,2,0
15208,9,4,0,15.207999999999998,1,4,1
75164,10,1,1,75.164,0,1,0
129242,8,0,1,100.0,0,0,0
119897,18,4,0,100.0,0,4,0
115660,8,3,1,100.0,1,3,0
53072,12,3,1,53.071999999999996,1,3,0
2013,7,0,0,2.013,0,0,0
108403,8,1,1,100.0,0,1,0
42930,12,3,1,42.93,1,3,0
106751,11,0,0,100.0,0,0,0
137284,20,3,1,100.0,0,3,0
95289,11,3,0,95.289,0,3,0
55798,2,2,1,55.798,1,2,0
151403,0,0,1,100.0,1,0,0
22935,17,0,0,22.935,0,0,0
9884,5,3,0,9.884,1,3,0
134722,6,4,1,100.0,1,4,0
122417,19,5,1,100.0,1,5,0
11006,3,2,0,11.006,1,2,0
89271,12,0,1,89.271,1,0,0
41609,7,0,1,41.609,1,0,0
138795,10,2,0,100.0,0,2,0
119839,21,1,0,100.0,0,1,0
128642,11,1,1,100.0,0,1,0
1057,22,3,1,1.057,1,3,0
48538,17,0,0,48.538,0,0,0
77415,5,3,0,77.415,1,3,0
29189,13,5,1,29.189,0,5,0
64432,6,5,1,64.432,1,5,0
78647,12,3,0,78.647,0,3,0
151139,14,2,0,100.0,0,2,0
15299,16,1,1,15.299,0,1,0
188161,1,0,1,100.0,0,0,0
110536,6,2,1,100.0,1,2,0
10689,21,0,0,10.689,0,0,0
63134,3,2,0,63.134,1,2,0
30404,13,5,1,30.403999999999996,1,5,0
12553,9,1,1,12.553,1,1,0
174716,15,3,1,100.0,0,3,0
27180,7,2,0,27.18,1,2,0
60895,8,3,0,60.894999999999996,0,3,0
39091,16,5,1,39.091,1,5,0
100665,4,1,1,100.0,0,1,0
38039,12,3,1,38.039,0,3,0
169883,0,3,1,100.0,1,3,1
39510,14,0,0,39.51,1,0,1
47052,7,5,1,47.052,0,5,0
191031,4,5,0,100.0,0,5,0
15978,11,1,0,15.978,1,1,0
68186,11,0,0,68.186,0,0,0
185048,7,3,1,100.0,1,3,0
185803,15,0,1,100.0,0,0,0
81245,19,4,0,81.245,1,4,0
5547,2,0,1,5.547,0,0,0
49542,6,1,0,49.542,0,1,0
63044,10,3,1,63.044,0,3,0
45973,14,1,1,45.973000000000006,1,1,0
48519,21,3,1,48.519,0,3,0
28630,18,1,1,28.63,1,1,0
48223,2,3,0,48.223,0,3,0
152448,21,1,1,100.0,0,1,0
25737,7,1,1,25.737,1,1,0
119945,7,2,0,100.0,0,2,0
91499,4,2,0,91.499,0,2,0
87043,19,3,1,87.043,0,3,0
73725,16,1,1,73.725,1,1,0
185413,16,1,1,100.0,0,1,0
92894,16,1,1,92.894,0,1,0
7534,16,2,0,7.534000000000001,0,2,0
11730,12,0,1,11.73,1,0,0
42330,20,1,1,42.33,1,1,0
166538,22,3,0,100.0,1,3,0
183383,18,2,0,100.0,0,2,1
109422,14,0,0,100.0,1,0,0
106942,5,2,1,100.0,0,2,0
45606,19,2,1,45.606,0,2,0
23024,1,2,0,23.024,1,2,0
120446,0,2,1,100.0,1,2,0
178741,17,3,1,100.0,0,3,0
160763,13,3,1,100.0,1,3,0
102125,13,1,1,100.0,1,1,0
187855,2,2,1,100.0,1,2,0
73431,20,4,0,73.431,1,4,0
117956,9,3,1,100.0,1,3,0
109806,1,4,1,100.0,1,4,0
99692,6,1,1,99.69200000000001,1,1,0
23871,13,4,1,23.871000000000002,1,4,0
44611,19,5,0,44.611000000000004,1,5,0
91343,23,0,1,91.34299999999999,0,0,0
9193,3,0,0,9.193,0,0,0
150462,7,0,1,100.0,0,0,0
3468,2,5,0,3.4680000000000004,0,5,0
21198,11,1,0,21.198,0,1,0
3568,22,5,0,3.5680000000000005,0,5,0
25585,13,1,0,25.585,1,1,0
159325,7,2,1,100.0,0,2,0
95084,19,1,0,95.084,1,1,0
146828,17,2,0,100.0,0,2,0
74234,10,3,0,74.234,0,3,0
28154,4,3,0,28.154,0,3,0
16502,21,1,1,16.502,0,1,0
138568,14,0,0,100.0,0,0,0
52075,11,1,1,52.075,0,1,0
169073,16,0,1,100.0,1,0,0
17195,14,3,1,17.195,1,3,0
85892,8,0,0,85.892,0,0,0
110078,1,0,0,100.0,1,0,1
11687,18,2,1,11.687,1,2,0
11391,17,2,0,11.391,0,2,0
88923,22,3,0,88.923,0,3,0
119105,19,1,1,100.0,0,1,0
8215,9,0,1,8.215,0,0,0
92006,7,1,1,92.006,0,1,0
123906,19,1,0,100.0,1,1,0
133571,0,2,1,100.0,1,2,0
89758,1,0,0,89.75800000000001,1,0,1
35750,12,1,1,35.75,0,1,0
199844,13,2,1,100.0,0,2,0
66873,10,1,1,66.873,1,1,0
188019,19,3,1,100.0,1,3,1
60015,3,0,0,60.01499999999999,0,0,0
87332,9,2,1,87.332,0,2,0
126851,9,1,1,100.0,0,1,0
30374,1,1,1,30.374000000000002,0,1,0
145993,18,2,1,100.0,1,2,0
151011,3,2,0,100.0,1,2,0
24709,0,4,1,24.709,0,4,0
98815,7,1,1,98.815,0,1,0
36238,5,3,0,36.238,0,3,0
121324,8,1,1,100.0,1,1,0
80723,5,0,1,80.723,0,0,0
54044,2,3,0,54.044000000000004,0,3,0
76319,11,3,1,76.319,1,3,0
27304,3,2,1,27.304000000000002,0,2,0
111101,8,2,1,100.0,0,2,0
7100,5,4,1,7.1,1,4,1
194552,16,1,1,100.0,1,1,0
46362,0,2,0,46.361999999999995,0,2,0
10508,18,1,1,10.508000000000001,1,1,0
30705,9,0,1,30.705,1,0,0
104458,18,1,1,100.0,1,1,0
38880,4,4,1,38.879999999999995,1,4,1
53393,14,3,1,53.393,0,3,0
66908,8,2,0,66.908,1,2,0
41587,14,2,0,41.587,1,2,0
167009,8,4,1,100.0,1,4,1
8054,18,2,0,8.054,0,2,0
24900,5,4,0,24.9,0,4,0
26471,16,2,0,26.471,0,2,0
103601,18,2,1,100.0,0,2,0
12893,2,3,0,12.892999999999999,1,3,0
188049,7,0,0,100.0,1,0,0
78951,19,0,0,78.95100000000001,1,0,1
31254,18,1,1,31.253999999999998,0,1,0
143618,15,2,1,100.0,0,2,0
83131,12,3,0,83.131,1,3,0
79878,11,4,0,79.878,0,4,1
147449,14,3,1,100.0,1,3,0
71627,18,0,0,71.627,0,0,0
37139,13,3,1,37.139,0,3,0
32226,1,1,0,32.226,0,1,0
182837,17,5,1,100.0,0,5,0
94474,17,2,0,94.474,1,2,1
90060,3,1,0,90.06,0,1,0
181447,15,4,1,100.0,0,4,1
36851,18,3,0,36.851,1,3,0
145533,20,2,1,100.0,0,2,0
3289,9,3,1,3.289,1,3,0
130339,16,1,1,100.0,0,1,0
49626,14,1,1,49.626,1,1,0
62035,20,0,0,62.035,0,0,0
83499,20,3,0,83.499,1,3,0
110379,2,0,0,100.0,1,0,0
196581,7,1,1,100.0,1,1,1
92068,21,2,0,92.06800000000001,1,2,0
50979,14,0,1,50.979,0,0,0
173476,21,3,0,100.0,0,3,1
166042,17,2,1,100.0,1,2,1
63390,23,1,1,63.39,0,1,0
11737,4,1,0,11.737,0,1,0
75642,17,0,1,75.642,0,0,0
190124,19,5,0,100.0,0,5,0
166192,21,4,0,100.0,1,4,0
119989,23,3,1,100.0,1,3,0
148554,4,2,1,100.0,0,2,0
89499,11,0,1,89.499,0,0,0
77307,16,0,1,77.307,0,0,0
49226,9,0,0,49.226,1,0,0
156064,3,5,1,100.0,0,5,0
195164,13,0,1,100.0,1,0,0
27380,19,2,0,27.38,0,2,0
195634,2,3,1,100.0,1,3,0
76149,19,2,0,76.149,0,2,0
9487,6,2,1,9.487,1,2,0
157310,14,2,1,100.0,1,2,0
116041,15,0,1,100.0,0,0,0
44083,21,3,1,44.083,1,3,0
82092,19,0,1,82.092,1,0,0
117735,16,1,0,100.0,0,1,0
86016,10,3,1,86.016,0,3,0
111228,9,0,0,100.0,0,0,0
128187,8,0,0,100.0,1,0,1
11730,13,1,0,11.73,0,1,0
96239,1,4,1,96.23899999999999,0,4,0
110760,16,1,1,100.0,0,1,0
87180,20,1,0,87.18,0,1,0
94547,17,0,1,94.547,1,0,0
68872,7,4,0,68.872,0,4,0
84221,7,0,1,84.221,1,0,0
117915,22,3,1,100.0,1,3,0
72639,1,3,1,72.639,1,3,0
33581,23,2,1,33.581,1,2,0
66423,13,1,0,66.423,0,1,0
117438,6,1,0,100.0,0,1,0
32289,13,3,0,32.289,1,3,0
31467,1,5,1,31.467,0,5,0
38093,19,2,0,38.092999999999996,1,2,0
87184,8,2,1,87.184,1,2,0
186631,9,2,1,100.0,0,2,0
35685,7,1,1,35.685,0,1,0
169666,2,4,0,100.0,1,4,1
117800,14,0,1,100.0,0,0,0
94222,0,5,0,94.222,1,5,0
77834,15,3,1,77.834,1,3,0
54115,9,0,0,54.115,0,0,0
16173,19,5,1,16.173000000000002,0,5,0
75748,2,5,0,75.748,1,5,0
113222,5,1,1,100.0,1,1,0
17293,21,3,0,17.293,1,3,0
115673,17,4,0,100.0,0,4,0
105110,16,0,1,100.0,1,0,0
1249,13,0,1,1.2489999999999999,0,0,0
67308,13,5,1,67.308,0,5,0
168861,19,4,0,100.0,0,4,0
43712,19,1,1,43.712,1,1,0
48133,2,1,1,48.132999999999996,0,1,0
25085,7,3,1,25.085,0,3,0
9039,20,0,1,9.039,1,0,0
65749,10,1,1,65.749,0,1,0
177345,12,5,0,100.0,0,5,1
153874,19,1,1,100.0,1,1,0
96582,18,3,1,96.58200000000001,1,3,0
187416,17,2,1,100.0,0,2,0
156662,8,4,0,100.0,0,4,0
139219,10,3,0,100.0,0,3,0
185540,7,0,0,100.0,0,0,0
83610,17,3,1,83.61,0,3,0
71567,4,2,1,71.56700000000001,0,2,0
26395,16,0,1,26.395000000000003,1,0,0
65925,15,2,0,65.925,1,2,0
45222,2,2,1,45.222,0,2,0
138573,18,1,0,100.0,0,1,1
13345,22,1,1,13.345,1,1,0
71625,18,0,0,71.625,0,0,0
68366,6,0,1,68.366,0,0,0
87211,14,2,1,87.211,0,2,0
91911,10,4,1,91.911,1,4,1
96644,23,5,1,96.64399999999999,1,5,0
45668,12,3,0,45.668,1,3,0
9593,4,1,1,9.593,0,1,0
86924,19,4,1,86.924,0,4,1
103679,8,0,1,100.0,0,0,0
9842,17,1,1,9.841999999999999,1,1,0
188669,2,2,1,100.0,1,2,0
30158,9,0,0,30.158,0,0,0
44995,4,1,1,44.995000000000005,1,1,0
63413,10,0,0,63.413,1,0,0
64986,2,0,0,64.986,1,0,0
64137,22,0,1,64.137,1,0,0
30832,14,2,1,30.831999999999997,0,2,0
154118,5,3,1,100.0,0,3,0
88412,5,4,0,88.412,1,4,1
37501,14,3,1,37.501,0,3,0
181177,12,3,0,100.0,0,3,0
91543,2,0,0,91.54299999999999,0,0,0
26367,13,1,0,26.367,0,1,0
53528,20,4,1,53.528,0,4,0
187633,2,2,1,100.0,0,2,0
44717,13,3,1,44.717,1,3,0
167107,1,3,1,100.0,0,3,0
62206,2,2,0,62.205999999999996,1,2,0
47248,23,3,1,47.248000000000005,1,3,0
52488,13,4,1,52.488,0,4,0
29382,9,2,0,29.382,1,2,0
62915,10,1,1,62.915,0,1,0
19629,6,1,0,19.628999999999998,0,1,0
5243,22,3,0,5.242999999999999,0,3,0
35755,9,3,1,35.754999999999995,0,3,0
16729,12,2,1,16.729,0,2,0
63916,7,0,1,63.916,1,0,0
48878,6,2,1,48.878,1,2,0
27906,8,4,0,27.906,1,4,1
187811,14,2,1,100.0,0,2,0
27997,13,1,1,27.997,0,1,0
1570,17,1,1,1.5699999999999998,1,1,0
31760,17,0,1,31.759999999999998,1,0,0
5557,13,1,1,5.557,0,1,0
32744,7,4,1,32.744,1,4,0
42932,11,3,0,42.931999999999995,1,3,0
53047,4,2,1,53.047,1,2,0
142094,18,3,1,100.0,1,3,1
35419,10,3,0,35.419,1,3,0
72414,22,1,1,72.414,1,1,0
113883,1,1,0,100.0,1,1,0
30509,13,3,1,30.508999999999997,0,3,0
39510,10,0,0,39.51,0,0,0
65464,9,1,1,65.464,0,1,0
124041,18,0,1,100.0,1,0,0
80556,20,1,1,80.55600000000001,0,1,0
30790,8,1,0,30.79,0,1,0
19406,3,5,1,19.406000000000002,1,5,0
83098,2,5,0,83.098,1,5,1
99353,0,5,0,99.35300000000001,0,5,0
137267,8,3,1,100.0,0,3,0
14765,9,2,1,14.765,0,2,0
49259,23,3,1,49.259,1,3,0
94250,6,0,1,94.25,0,0,0
85771,15,3,1,85.771,0,3,0
122492,8,3,0,100.0,0,3,0
71034,14,1,0,71.03399999999999,0,1,0
166428,19,3,0,100.0,0,3,1
76411,8,1,1,76.411,0,1,0
185370,21,5,1,100.0,0,5,0
125066,3,0,0,100.0,0,0,0
34159,9,3,0,34.159,1,3,0
84215,17,4,1,84.21499999999999,1,4,1
2724,19,4,1,2.724,0,4,0
3428,6,2,0,3.428,0,2,0
59476,22,0,1,59.476,1,0,0
171039,7,2,1,100.0,0,2,0
77388,10,0,0,77.388,0,0,0
161309,20,3,1,100.0,1,3,0
18775,0,2,0,18.775,0,2,0
104527,23,1,1,100.0,0,1,0
192790,20,0,0,100.0,0,0,0
58201,22,3,1,58.201,1,3,0
64084,14,2,1,64.084,0,2,0
38294,4,3,0,38.294,0,3,0
136507,13,2,0,100.0,1,2,0
55124,13,2,0,55.123999999999995,0,2,0
124727,9,3,0,100.0,0,3,0
61536,8,3,0,61.536,0,3,0
127348,11,5,1,100.0,0,5,1
137076,20,4,1,100.0,1,4,1
194237,12,5,1,100.0,1,5,0
32722,22,0,0,32.722,0,0,0
119395,16,1,1,100.0,1,1,0
6620,23,4,1,6.619999999999999,0,4,0
185692,21,0,0,100.0,0,0,0
12213,9,3,0,12.213000000000001,1,3,0
63216,20,0,0,63.21600000000001,0,0,0
70699,19,5,0,70.699,0,5,1
115671,1,1,0,100.0,0,1,0
32914,23,2,1,32.914,0,2,0
122925,15,0,1,100.0,0,0,0
180746,23,3,1,100.0,1,3,0
194865,7,3,1,100.0,1,3,0
103460,21,3,1,100.0,0,3,0
58205,5,4,1,58.205,1,4,0
23667,12,1,0,23.666999999999998,0,1,0
87141,10,0,0,87.141,0,0,0
98110,10,3,0,98.11,1,3,0
138049,0,3,1,100.0,0,3,0
99562,12,0,1,99.562,0,0,0
